Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
('urología', "''", 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('capacitación', 'del', 'espermatozoide')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('familia', ':', 'presente')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('y', 'jurídicos')|2|2|1618|12|9|0.0012345679012345679|0.14285714285714285|0.1|
('del', 'real')|2|2|1618|17|9|0.0012345679012345679|0.10526315789473684|0.1|
('la', 'operación', 'de')|2|2|1618|236|27|0.0012345679012345679|0.008403361344537815|0.03571428571428571|
('posibilidades', 'de')|4|4|1616|163|36|0.0024691358024691358|0.023952095808383235|0.02702702702702703|
('la', 'secrecion')|1|1|1619|7|6|0.0006172839506172839|0.125|0.14285714285714285|
('guía', 'para', 'la')|1|1|1619|33|17|0.0006172839506172839|0.029411764705882353|0.05555555555555555|
('clínica', 'de', 'planificación')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
('los/las', 'jóvenes', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('uropediatría', '.', None)|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('alicante', '.')|1|1|1619|114|26|0.0006172839506172839|0.008695652173913044|0.037037037037037035|
('política', 'legislativa')|2|2|1618|1|2|0.0012345679012345679|0.6666666666666666|0.3333333333333333|
('1960-1970', '.')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('¿', '1545-1614')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
estudiantes|7|7|1613|1073|43|0.004320987654320987|0.006481481481481481|0.022727272727272728|
(':', '¿', 'será')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('españolas', 'y', 'sus')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('sobre', 'técnicas')|8|8|1612|17|12|0.0049382716049382715|0.32|0.07692307692307693|
('de', 'febrero', 'de')|1|1|1619|15|11|0.0006172839506172839|0.0625|0.08333333333333333|
('embarazos', 'normales')|1|1|1619|15|8|0.0006172839506172839|0.0625|0.1111111111111111|
('derecho', 'a')|7|6|1614|55|18|0.003703703703703704|0.09836065573770492|0.05263157894736842|
veinte|1|1|1619|160|36|0.0006172839506172839|0.006211180124223602|0.02702702702702703|
('internet', ':', 'una')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('penetración', 'imperialista', 'y')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('laparoscopia', '.', None)|1|1|1619|158|21|0.0006172839506172839|0.006289308176100629|0.045454545454545456|
('modelo', 'murino')|1|1|1619|40|19|0.0006172839506172839|0.024390243902439025|0.05|
('intrauterinas', 'para')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('las', 'biotecnologías')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('pediátrica', ',', 'hoy')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('criopreservado', ',', 'hiperestimulación')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('el', 'síndrome')|2|2|1618|2403|47|0.0012345679012345679|0.0008316008316008316|0.020833333333333332|
(None, None, 'participación')|2|2|1618|205|33|0.0012345679012345679|0.00966183574879227|0.029411764705882353|
('una', 'visión', 'desde')|1|1|1619|43|21|0.0006172839506172839|0.022727272727272728|0.045454545454545456|
('anticonceptivos', 'posparto', '.')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('con', 'ellos')|1|1|1619|4|4|0.0006172839506172839|0.2|0.2|
('docencia', 'y')|1|1|1619|17|10|0.0006172839506172839|0.05555555555555555|0.09090909090909091|
('la', 'transicion')|8|8|1612|40|8|0.0049382716049382715|0.16666666666666666|0.1111111111111111|
('o', 'papaverina')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('en', 'posición', 'supina')|1|1|1619|6|5|0.0006172839506172839|0.14285714285714285|0.16666666666666666|
tumor|1|1|1619|1949|42|0.0006172839506172839|0.0005128205128205128|0.023255813953488372|
('de', 'cáncer', 'de')|1|1|1619|1135|43|0.0006172839506172839|0.0008802816901408451|0.022727272727272728|
('traducir', 'guías')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('el', '″bebé', 'medicamento″')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
isótopos|1|1|1619|89|17|0.0006172839506172839|0.011111111111111112|0.05555555555555555|
('y', 'ético', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('delatte', ':')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('en', 'san', 'pablo')|1|1|1619|7|8|0.0006172839506172839|0.125|0.1111111111111111|
('y', 'el', 'tabaco')|1|1|1619|18|7|0.0006172839506172839|0.05263157894736842|0.125|
('fraudulentas', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('y', 'cipionato')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('al', 'convenio')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('picadura', 'de', 'especies')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('y', 'mesa', 'en')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('de', 'rubin')|2|2|1618|3|3|0.0012345679012345679|0.4|0.25|
('nicho', 'en')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
("''", '.')|12|12|1608|2165|48|0.007407407407407408|0.005512172714745062|0.02040816326530612|
('defectos', 'diafragmáticos')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('del', 'recién', 'nacido')|1|1|1619|1062|33|0.0006172839506172839|0.0009407337723424271|0.029411764705882353|
('desigualdades', 'en', 'salud')|1|1|1619|72|16|0.0006172839506172839|0.0136986301369863|0.058823529411764705|
('presión', 'demográfica', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
(')', 'en', 'venas')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('urológica', ':', 'debe')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('libro', 'sobre', 'terapéutica')|2|2|1618|3|3|0.0012345679012345679|0.4|0.25|
polarizada|1|1|1619|3|3|0.0006172839506172839|0.25|0.25|
('planifica', '?')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(',', 'pns', ',')|1|1|1619|11|12|0.0006172839506172839|0.08333333333333333|0.07692307692307693|
('españolas', '.', None)|4|4|1616|206|34|0.0024691358024691358|0.01904761904761905|0.02857142857142857|
('dhs', ')')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('simplificado', 'de', 'un')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
cualitativo|1|1|1619|176|35|0.0006172839506172839|0.005649717514124294|0.027777777777777776|
(None, 'medios')|1|1|1619|24|13|0.0006172839506172839|0.04|0.07142857142857142|
('parto', 'y')|1|1|1619|132|21|0.0006172839506172839|0.007518796992481203|0.045454545454545456|
baltasar|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('rubin', 'y', 'celiotomía')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('de', 'anticuerpos')|1|1|1619|1306|35|0.0006172839506172839|0.0007651109410864575|0.027777777777777776|
('acerca', 'de')|5|5|1615|777|48|0.0030864197530864196|0.00639386189258312|0.02040816326530612|
('de', 'el', 'colegio')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('doppler', '.', None)|1|1|1619|64|17|0.0006172839506172839|0.015384615384615385|0.05555555555555555|
multicéntrico|1|1|1619|1201|44|0.0006172839506172839|0.0008319467554076539|0.022222222222222223|
socioeconómico|1|1|1619|259|27|0.0006172839506172839|0.0038461538461538464|0.03571428571428571|
(None, 'interferencia', 'endometrial')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('reproductiva', 'en', 'hombres')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('una', 'relación')|1|1|1619|107|26|0.0006172839506172839|0.009259259259259259|0.037037037037037035|
(None, 'parte', 'iv')|1|1|1619|19|14|0.0006172839506172839|0.05|0.06666666666666667|
('las', 'crónicas')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('efectos', 'del')|1|1|1619|447|44|0.0006172839506172839|0.002232142857142857|0.022222222222222223|
('y', 'otros', 'instrumentos')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('uro-oncología', '.')|3|3|1617|9|4|0.001851851851851852|0.25|0.2|
('con', 'fines')|5|5|1615|57|23|0.0030864197530864196|0.08064516129032258|0.041666666666666664|
('l.', 'cv')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('su', 'escritura', '.')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('con', 'el', 'día')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('con', 'infección', 'por')|1|1|1619|884|37|0.0006172839506172839|0.0011299435028248588|0.02631578947368421|
('biorreguladores', 'en', 'criaderos')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('la', 'respuesta')|6|6|1614|959|44|0.003703703703703704|0.0062176165803108805|0.022222222222222223|
('mayor', '.')|1|1|1619|281|36|0.0006172839506172839|0.0035460992907801418|0.02702702702702703|
('familiar', ':')|5|5|1615|119|26|0.0030864197530864196|0.04032258064516129|0.037037037037037035|
('necesita', 'ayuda', 'para')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('pélvica', 'como')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
percepción|2|2|1618|735|40|0.0012345679012345679|0.0027137042062415195|0.024390243902439025|
(None, 'visita', 'completa')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
fin|1|1|1619|101|31|0.0006172839506172839|0.00980392156862745|0.03125|
('culicidae', 'urbanos', '(')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
(None, None, 'tribunal')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('tiempo', 'de', 'aplicación')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
(None, 'adherencia')|1|1|1619|193|34|0.0006172839506172839|0.005154639175257732|0.02857142857142857|
('compartida', 'entre')|1|1|1619|16|14|0.0006172839506172839|0.058823529411764705|0.06666666666666667|
('es', 'ético', 'congelar')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(';', 'marihuana')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('agentes', 'infecciosos', '.')|1|1|1619|4|3|0.0006172839506172839|0.2|0.25|
('de', 'preguntas')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('componente', '(')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('maldita', 'clonación')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('otras', 'técnicas')|1|1|1619|40|18|0.0006172839506172839|0.024390243902439025|0.05263157894736842|
('óvarico', 'en')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('del', 'cancer', 'prostático')|1|1|1619|7|6|0.0006172839506172839|0.125|0.14285714285714285|
('casos', '.')|5|5|1615|10047|49|0.0030864197530864196|0.0004974134500596896|0.02|
('recommendaciones', 'de')|1|1|1619|11|12|0.0006172839506172839|0.08333333333333333|0.07692307692307693|
('arterio-lacunar', 'uni')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('índice', 'de', 'masa')|1|1|1619|297|35|0.0006172839506172839|0.003355704697986577|0.027777777777777776|
('urología', 'española', 'del')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('clomifeno', 'y')|3|3|1617|18|11|0.001851851851851852|0.14285714285714285|0.08333333333333333|
('ratones', 'utilizados', 'en')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('sociodemográfica', 'sobre')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('nervioso', 'central')|1|1|1619|645|38|0.0006172839506172839|0.0015479876160990713|0.02564102564102564|
(',', 'cuba', '.')|2|2|1618|130|16|0.0012345679012345679|0.015151515151515152|0.058823529411764705|
cepep|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('punto', 'de', 'vista')|1|1|1619|316|41|0.0006172839506172839|0.0031545741324921135|0.023809523809523808|
estudiadas|1|1|1619|35|14|0.0006172839506172839|0.027777777777777776|0.06666666666666667|
(')', 'en', 'el')|2|2|1618|993|47|0.0012345679012345679|0.0020100502512562816|0.020833333333333332|
('humanizar', 'la')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
clínicamente|1|1|1619|175|29|0.0006172839506172839|0.005681818181818182|0.03333333333333333|
('la', 'norma', 'oficial')|1|1|1619|8|8|0.0006172839506172839|0.1111111111111111|0.1111111111111111|
('programa', 'de', 'procreación')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('esclerosis', 'múltiple', 'y')|1|1|1619|52|12|0.0006172839506172839|0.018867924528301886|0.07692307692307693|
('consulta', 'externa')|1|1|1619|121|28|0.0006172839506172839|0.00819672131147541|0.034482758620689655|
('aspectos', 'psicosociales')|2|2|1618|29|21|0.0012345679012345679|0.06451612903225806|0.045454545454545456|
('de', 'crecimiento')|4|4|1616|988|40|0.0024691358024691358|0.004032258064516129|0.024390243902439025|
('y', 'sociedad', '?')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('modelo', 'experimental', '.')|1|1|1619|60|21|0.0006172839506172839|0.01639344262295082|0.045454545454545456|
('la', 'oncología', 'médica')|1|1|1619|12|8|0.0006172839506172839|0.07692307692307693|0.1111111111111111|
('referencia', 'a', 'los')|1|1|1619|37|22|0.0006172839506172839|0.02631578947368421|0.043478260869565216|
(',', 'sobre', 'la')|1|1|1619|27|18|0.0006172839506172839|0.03571428571428571|0.05263157894736842|
('de', 'origen', 'extraovárico')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('posteriores', 'a', 'la')|1|1|1619|34|16|0.0006172839506172839|0.02857142857142857|0.058823529411764705|
('exitosa', ':', 'descripción')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('dispositivo', 'intrauterino', 'active')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('mujeres', 'esterilizadas', 'en')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('generales', 'acerca', 'del')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
(None, 'algo')|1|1|1619|66|22|0.0006172839506172839|0.014925373134328358|0.043478260869565216|
linfadenectomía|2|2|1618|249|18|0.0012345679012345679|0.00796812749003984|0.05263157894736842|
('vizcaya', 'del')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('el', 'dolor')|1|1|1619|322|36|0.0006172839506172839|0.0030959752321981426|0.02702702702702703|
('y', 'experto', '.')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('de', 'las', 'principales')|1|1|1619|66|25|0.0006172839506172839|0.014925373134328358|0.038461538461538464|
('sh', ')')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('(', 'argentina')|1|1|1619|66|18|0.0006172839506172839|0.014925373134328358|0.05263157894736842|
('complicaciones', 'y', 'seguros')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, 'resultados', 'perinatales')|3|3|1617|61|13|0.001851851851851852|0.046875|0.07142857142857142|
('epitelio', 'vaginal')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('paso', 'crítico', 'en')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
procedimiento|3|3|1617|414|44|0.001851851851851852|0.007194244604316547|0.022222222222222223|
castro|5|5|1615|15|10|0.0030864197530864196|0.25|0.09090909090909091|
('directa', 'intraperitoneal', '(')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('rica', '.', None)|1|1|1619|495|34|0.0006172839506172839|0.0020161290322580645|0.02857142857142857|
(':', '?')|1|1|1619|34|19|0.0006172839506172839|0.02857142857142857|0.05|
('mediante', 'cuantificación', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('modelo', 'de', 'la')|1|1|1619|18|13|0.0006172839506172839|0.05263157894736842|0.07142857142857142|
(None, 'y')|2|2|1618|181|33|0.0012345679012345679|0.01092896174863388|0.029411764705882353|
('1897-1986', '.')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('fecundidad', 'natural')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('clínica', 'y', 'hormonal')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('tardía', ',', 'prematuridad')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
antibióticos|2|2|1618|871|42|0.0012345679012345679|0.002290950744558992|0.023255813953488372|
('folículo', ',')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'luz')|1|1|1619|46|18|0.0006172839506172839|0.02127659574468085|0.05263157894736842|
adultas|1|1|1619|156|30|0.0006172839506172839|0.006369426751592357|0.03225806451612903|
('1937', 'a')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('embrionarias', 'humanas')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('quirúrgicos', '.', None)|1|1|1619|234|36|0.0006172839506172839|0.00425531914893617|0.02702702702702703|
('preparación', 'del', 'semen')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('urogenital', '.')|2|2|1618|23|10|0.0012345679012345679|0.08|0.09090909090909091|
('obtenidos', 'mediante', 'encuestas')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('la', 'asistencia')|2|2|1618|625|42|0.0012345679012345679|0.003189792663476874|0.023255813953488372|
('laboral', 'en', 'españa')|1|1|1619|24|9|0.0006172839506172839|0.04|0.1|
(':', 'perspectivas', 'para')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('concentración', 'sérica', 'de')|1|1|1619|68|22|0.0006172839506172839|0.014492753623188406|0.043478260869565216|
('nuestra', 'experiencia', 'con')|1|1|1619|226|33|0.0006172839506172839|0.004405286343612335|0.029411764705882353|
('estradiol', 'en')|5|5|1615|33|14|0.0030864197530864196|0.13157894736842105|0.06666666666666667|
('salud', ':', 'una')|1|1|1619|74|14|0.0006172839506172839|0.013333333333333334|0.06666666666666667|
('jurídicos', '.')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('transabdominal', '.', None)|1|1|1619|16|10|0.0006172839506172839|0.058823529411764705|0.09090909090909091|
('2009', 'las', 'células')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
aumento|2|2|1618|435|37|0.0012345679012345679|0.004576659038901602|0.02631578947368421|
('texto', 'de', 'medicina')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('entorno', 'médico')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('pintor', 'de', 'fama')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('endometriales', 'por', 'inducción')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
(';', 'nuevas')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
('esteroides', 'sexuales')|1|1|1619|14|11|0.0006172839506172839|0.06666666666666667|0.08333333333333333|
('una', 'adolescente', ':')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
malpraxis|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
histerectomía|1|1|1619|526|21|0.0006172839506172839|0.0018975332068311196|0.045454545454545456|
('limitacion', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'desvelando', 'el')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, 'sesión')|1|1|1619|37|21|0.0006172839506172839|0.02631578947368421|0.045454545454545456|
('economicos', 'y')|1|1|1619|8|5|0.0006172839506172839|0.1111111111111111|0.16666666666666666|
masculina|9|8|1612|188|25|0.0049382716049382715|0.04081632653061224|0.038461538461538464|
(',', 'costos', ',')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
(None, None, 'joaquin')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('``', 'entronización')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('cambios', 'endometriales')|2|2|1618|8|7|0.0012345679012345679|0.2|0.125|
('``', 'el')|1|1|1619|103|32|0.0006172839506172839|0.009615384615384616|0.030303030303030304|
('(', 'a', 'propósito')|1|1|1619|177|28|0.0006172839506172839|0.0056179775280898875|0.034482758620689655|
('sin', 'remedio')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('solé', 'balcells', '.')|2|2|1618|2|2|0.0012345679012345679|0.5|0.3333333333333333|
uso|57|57|1563|5812|51|0.03518518518518519|0.009712046345203612|0.019230769230769232|
(':', 'lo', 'que')|1|1|1619|44|17|0.0006172839506172839|0.022222222222222223|0.05555555555555555|
('coriónica', 'humana', 'como')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
