Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
verticales|1|1|292|25|18|0.0034129692832764505|0.038461538461538464|0.05263157894736842|
('médicos', 'en')|1|1|292|102|24|0.0034129692832764505|0.009708737864077669|0.04|
('laparoscopia', '.', None)|1|1|292|158|21|0.0034129692832764505|0.006289308176100629|0.045454545454545456|
('desordenes', 'hidroelectrolíticos', 'en')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('fístula', 'duodeno-cava', 'tras')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('dagger', ')')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
cianoacrilato|1|1|292|28|12|0.0034129692832764505|0.034482758620689655|0.07692307692307693|
mecánica|4|4|289|760|42|0.013651877133105802|0.005235602094240838|0.023255813953488372|
('metronidazol', 'y')|1|1|292|9|6|0.0034129692832764505|0.1|0.14285714285714285|
(None, None, 'interposición')|1|1|292|18|7|0.0034129692832764505|0.05263157894736842|0.125|
tumor|1|1|292|1949|42|0.0034129692832764505|0.0005128205128205128|0.023255813953488372|
('de', 'cáncer', 'de')|1|1|292|1135|43|0.0034129692832764505|0.0008802816901408451|0.022727272727272728|
prioridad|1|1|292|74|25|0.0034129692832764505|0.013333333333333334|0.038461538461538464|
(None, None, 'investigación')|1|1|292|849|47|0.0034129692832764505|0.001176470588235294|0.020833333333333332|
('de', 'los', 'hallazgos')|1|1|292|123|24|0.0034129692832764505|0.008064516129032258|0.04|
('diltiazem', 'tópico')|1|1|292|13|9|0.0034129692832764505|0.07142857142857142|0.1|
('por', 'intervenciones', 'quirúrgicas')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('sonda', 'nasogástrica', 'y')|1|1|292|5|4|0.0034129692832764505|0.16666666666666666|0.2|
('preparación', 'mecánica')|3|3|290|21|11|0.010238907849829351|0.125|0.08333333333333333|
(None, 'nota')|1|1|292|159|35|0.0034129692832764505|0.00625|0.027777777777777776|
college|1|1|292|18|8|0.0034129692832764505|0.05263157894736842|0.1111111111111111|
('y', 'resultados')|5|5|288|1518|43|0.017064846416382253|0.003282994090610637|0.022727272727272728|
quimioterapia|1|1|292|1152|38|0.0034129692832764505|0.0008673026886383347|0.02564102564102564|
('estadístico', ')')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('timpanoesclerosis', '.', None)|1|1|292|10|8|0.0034129692832764505|0.09090909090909091|0.1111111111111111|
específico|1|1|292|390|44|0.0034129692832764505|0.0025575447570332483|0.022222222222222223|
('a', 'nos', '.')|1|1|292|51|17|0.0034129692832764505|0.019230769230769232|0.05555555555555555|
('un', 'centro', 'de')|1|1|292|1351|43|0.0034129692832764505|0.0007396449704142012|0.022727272727272728|
('del', 'recién', 'nacido')|1|1|292|1062|33|0.0034129692832764505|0.0009407337723424271|0.029411764705882353|
altamente|1|1|292|50|26|0.0034129692832764505|0.0196078431372549|0.037037037037037035|
('erfahrungen', 'mit', 'laxans')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
(None, None, 'utility')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('la', 'autoextracción', 'con')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('costes', 'sanitarios')|1|1|292|21|8|0.0034129692832764505|0.045454545454545456|0.1111111111111111|
recurrencia|1|1|292|370|32|0.0034129692832764505|0.0026954177897574125|0.030303030303030304|
('imprescindible', 'la')|1|1|292|12|9|0.0034129692832764505|0.07692307692307693|0.1|
('medio', 'plazo', 'en')|1|1|292|21|11|0.0034129692832764505|0.045454545454545456|0.08333333333333333|
('la', 'predicción', 'de')|1|1|292|204|28|0.0034129692832764505|0.004878048780487805|0.034482758620689655|
('y', 'consideraciones', 'sobre')|1|1|292|31|17|0.0034129692832764505|0.03125|0.05555555555555555|
('de', 'carcinoma', 'colorrectal')|1|1|292|37|8|0.0034129692832764505|0.02631578947368421|0.1111111111111111|
(None, 'seis', 'años')|1|1|292|18|12|0.0034129692832764505|0.05263157894736842|0.07692307692307693|
('endoluminal', 'con')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('oral', 'en', 'patología')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
indicación|1|1|292|521|43|0.0034129692832764505|0.0019157088122605363|0.022727272727272728|
residencia|1|1|292|216|34|0.0034129692832764505|0.004608294930875576|0.02857142857142857|
multicéntrico|1|1|292|1201|44|0.0034129692832764505|0.0008319467554076539|0.022222222222222223|
('infección', 'del', 'sitio')|1|1|292|47|16|0.0034129692832764505|0.020833333333333332|0.058823529411764705|
('necesario', 'de')|1|1|292|5|5|0.0034129692832764505|0.16666666666666666|0.16666666666666666|
('profesional', 'de', 'los')|1|1|292|23|12|0.0034129692832764505|0.041666666666666664|0.07692307692307693|
('en', 'dosis', 'única')|1|1|292|48|18|0.0034129692832764505|0.02040816326530612|0.05263157894736842|
('en', 'menores', 'de')|1|1|292|355|36|0.0034129692832764505|0.0028089887640449437|0.02702702702702703|
('terapéutica', 'del')|1|1|292|189|35|0.0034129692832764505|0.005263157894736842|0.027777777777777776|
('en', 'cavidades', 'abiertas')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('clínico', 'en', 'proctología')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('académico', 'de', 'médicos')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('evolución', 'y')|1|1|292|437|40|0.0034129692832764505|0.00228310502283105|0.024390243902439025|
('de', 'los')|11|11|282|28669|51|0.03754266211604096|0.0003835425383542538|0.019230769230769232|
('peritonitis', 'del', 'colon')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
formar|1|1|292|7|7|0.0034129692832764505|0.125|0.125|
('autoextracción', 'con')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('endoecografía', 'anal')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('infection', 'surveillance')|1|1|292|6|5|0.0034129692832764505|0.14285714285714285|0.16666666666666666|
('la', 'proctología', 'en')|2|2|291|4|5|0.006825938566552901|0.3333333333333333|0.16666666666666666|
(None, 'interposición', 'de')|1|1|292|4|4|0.0034129692832764505|0.2|0.2|
(None, 'enfermedades')|11|11|282|971|43|0.03754266211604096|0.01120162932790224|0.022727272727272728|
(None, 'determina')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('percutáneas', 'por', 'punción')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('el', 'colon')|2|2|291|22|8|0.006825938566552901|0.08333333333333333|0.1111111111111111|
('de', 'lo')|1|1|292|75|25|0.0034129692832764505|0.013157894736842105|0.038461538461538464|
('presión', 'negativa')|1|1|292|27|13|0.0034129692832764505|0.03571428571428571|0.07142857142857142|
(None, 'los', 'primeros')|1|1|292|28|19|0.0034129692832764505|0.034482758620689655|0.05|
('collarín', 'cervical')|1|1|292|7|7|0.0034129692832764505|0.125|0.125|
('casos', '.')|1|1|292|10051|49|0.0034129692832764505|9.948269001193792e-05|0.02|
('la', 'citología')|1|1|292|348|27|0.0034129692832764505|0.0028653295128939827|0.03571428571428571|
('la', 'constitución')|1|1|292|16|13|0.0034129692832764505|0.058823529411764705|0.07142857142857142|
('pronóstico', 'de', 'los')|1|1|292|325|34|0.0034129692832764505|0.003067484662576687|0.02857142857142857|
('cirugía', 'urgente')|1|1|292|22|14|0.0034129692832764505|0.043478260869565216|0.06666666666666667|
('cuestiones', 'bioéticas', 'relacionadas')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('para', 'protesis')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
colesteatoma|1|1|292|151|17|0.0034129692832764505|0.006578947368421052|0.05555555555555555|
('vs', '.', 'abierta')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('grapada', ':', 'experiencia')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('histórica', 'y')|1|1|292|31|19|0.0034129692832764505|0.03125|0.05|
('cirujanos', 'pediátricos', 'en')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
(None, 'impresiones', 'de')|1|1|292|9|8|0.0034129692832764505|0.1|0.1111111111111111|
('americano', 'de')|1|1|292|9|7|0.0034129692832764505|0.1|0.125|
('punto', 'de', 'vista')|1|1|292|316|41|0.0034129692832764505|0.0031545741324921135|0.023809523809523808|
('rehabilitación', 'mutimodal')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
(')', 'en', 'el')|1|1|292|994|47|0.0034129692832764505|0.0010050251256281408|0.020833333333333332|
('preparación', 'mecánica', 'y')|1|1|292|3|3|0.0034129692832764505|0.25|0.25|
('orientación', 'terapéutica')|1|1|292|35|20|0.0034129692832764505|0.027777777777777776|0.047619047619047616|
('oncológico', 'de')|1|1|292|25|14|0.0034129692832764505|0.038461538461538464|0.06666666666666667|
('peso', 'de', 'la')|1|1|292|18|13|0.0034129692832764505|0.05263157894736842|0.07142857142857142|
('de', 'distinto')|1|1|292|16|9|0.0034129692832764505|0.058823529411764705|0.1|
('cirugía', 'colorectal', '.')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('colon', 'en')|1|1|292|149|17|0.0034129692832764505|0.006666666666666667|0.05555555555555555|
(None, None, 'anastomosis')|1|1|292|143|22|0.0034129692832764505|0.006944444444444444|0.043478260869565216|
('cirugía', 'transanal')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('análisis', 'de', 'cinco')|1|1|292|21|11|0.0034129692832764505|0.045454545454545456|0.08333333333333333|
('terapéuticos', '.')|1|1|292|311|40|0.0034129692832764505|0.003205128205128205|0.024390243902439025|
('de', 'sitio', 'quirúrgico')|1|1|292|22|8|0.0034129692832764505|0.043478260869565216|0.1111111111111111|
('tres', 'tipos')|1|1|292|30|18|0.0034129692832764505|0.03225806451612903|0.05263157894736842|
('infección', 'de', 'la')|2|2|291|79|21|0.006825938566552901|0.024691358024691357|0.045454545454545456|
linfadenectomía|1|1|292|250|18|0.0034129692832764505|0.00398406374501992|0.05263157894736842|
('mejora', 'de', 'la')|1|1|292|228|38|0.0034129692832764505|0.004366812227074236|0.02564102564102564|
('centinela', 'en')|1|1|292|541|25|0.0034129692832764505|0.0018450184501845018|0.038461538461538464|
('biopsia', 'guiada')|1|1|292|19|9|0.0034129692832764505|0.05|0.1|
('la', 'fluidoterapia')|1|1|292|12|7|0.0034129692832764505|0.07692307692307693|0.125|
('microbiológica', 'de')|1|1|292|83|16|0.0034129692832764505|0.011904761904761904|0.058823529411764705|
('cirugía', 'por', 'cáncer')|1|1|292|15|7|0.0034129692832764505|0.0625|0.125|
('etapas', 'clínicas')|1|1|292|29|11|0.0034129692832764505|0.03333333333333333|0.08333333333333333|
(None, None, 'lo')|1|1|292|101|33|0.0034129692832764505|0.00980392156862745|0.029411764705882353|
('3', 'horas', 'y')|2|2|291|10|6|0.006825938566552901|0.16666666666666666|0.14285714285714285|
('preoperatoria', 'de', 'metronidazol')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('de', 'tránsito')|1|1|292|124|18|0.0034129692832764505|0.008|0.05263157894736842|
('arpón', 'en', 'el')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('técnica', 'del')|1|1|292|145|31|0.0034129692832764505|0.00684931506849315|0.03125|
('x', '.')|1|1|292|120|32|0.0034129692832764505|0.008264462809917356|0.030303030303030304|
('de', 'la', 'recidiva')|1|1|292|76|18|0.0034129692832764505|0.012987012987012988|0.05263157894736842|
('mason', '.')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('el', 'modelo', 'lapco')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('recurrencia/persistencia', 'en', 'la')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('protein', 'in', 'the')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('poliposis', 'adenomatosa')|1|1|292|77|10|0.0034129692832764505|0.01282051282051282|0.09090909090909091|
('relación', 'con', 'factores')|1|1|292|75|22|0.0034129692832764505|0.013157894736842105|0.043478260869565216|
actualidad|1|1|292|301|41|0.0034129692832764505|0.0033112582781456954|0.023809523809523808|
registro|1|1|292|2005|43|0.0034129692832764505|0.0004985044865403788|0.022727272727272728|
('pediatrica', 'de', 'urgencia')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('laparoscópicos', '.')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('college', 'of')|1|1|292|18|8|0.0034129692832764505|0.05263157894736842|0.1111111111111111|
('en', 'cirugía', 'abdominal')|1|1|292|41|14|0.0034129692832764505|0.023809523809523808|0.06666666666666667|
('el', 'ejercicio', 'de')|2|2|291|48|21|0.006825938566552901|0.04|0.045454545454545456|
('multimodal', 'y', 'cirugía')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('abdominosacra', 'en')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
antibióticos|1|1|292|872|42|0.0034129692832764505|0.001145475372279496|0.023255813953488372|
('computarizada', 'multidetector', 'urgente')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
radioterapia|1|1|292|999|35|0.0034129692832764505|0.001|0.027777777777777776|
('cambio', 'en', 'cirugía')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('paciente', 'al')|1|1|292|15|9|0.0034129692832764505|0.0625|0.1|
recurrencia/persistencia|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('quirúrgicos', '.', None)|1|1|292|234|36|0.0034129692832764505|0.00425531914893617|0.02702702702702703|
('las', 'técnicas', 'mínimamente')|1|1|292|5|5|0.0034129692832764505|0.16666666666666666|0.16666666666666666|
('intensivo', '.', None)|1|1|292|21|13|0.0034129692832764505|0.045454545454545456|0.07142857142857142|
('no', 'palpable', '.')|1|1|292|16|9|0.0034129692832764505|0.058823529411764705|0.1|
('de', '65', 'años')|1|1|292|576|34|0.0034129692832764505|0.0017331022530329288|0.02857142857142857|
(None, None, 'proteína')|1|1|292|115|30|0.0034129692832764505|0.008620689655172414|0.03225806451612903|
('ganglio', 'centinela')|1|1|292|802|27|0.0034129692832764505|0.0012453300124533001|0.03571428571428571|
('y', 'electiva', 'del')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('antibiótica', 'quirúrgica', 'en')|1|1|292|5|5|0.0034129692832764505|0.16666666666666666|0.16666666666666666|
('inflammatorias', 'del')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('anal', 'de')|1|1|292|15|9|0.0034129692832764505|0.0625|0.1|
('ortognática', 'en')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('opiniones', 'de')|1|1|292|65|17|0.0034129692832764505|0.015151515151515152|0.05555555555555555|
iatrogénica|1|1|292|83|30|0.0034129692832764505|0.011904761904761904|0.03225806451612903|
('el', 'manejo', 'médico-quirúrgico')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
cuidado|1|1|292|466|37|0.0034129692832764505|0.0021413276231263384|0.02631578947368421|
('la', 'morbilidad', 'del')|1|1|292|26|14|0.0034129692832764505|0.037037037037037035|0.06666666666666667|
('los', 'desordenes')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
tercer|2|2|291|1181|44|0.006825938566552901|0.0016906170752324597|0.022222222222222223|
(None, None, 'evidencia')|1|1|292|209|36|0.0034129692832764505|0.004761904761904762|0.02702702702702703|
('utilidad', 'de', 'una')|1|1|292|72|27|0.0034129692832764505|0.0136986301369863|0.03571428571428571|
('(', 'fast-track', ')')|1|1|292|11|10|0.0034129692832764505|0.08333333333333333|0.09090909090909091|
('referencia', '.', None)|1|1|292|255|38|0.0034129692832764505|0.00390625|0.02564102564102564|
('colorrectal', 'laparoscópica')|3|3|290|9|7|0.010238907849829351|0.25|0.125|
('de', 'citología', 'anal')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('¿', 'qué', 'se')|1|1|292|13|11|0.0034129692832764505|0.07142857142857142|0.08333333333333333|
('cervical', ':', 'estudio')|1|1|292|11|11|0.0034129692832764505|0.08333333333333333|0.08333333333333333|
('implantaciones', 'subperiosticas', 'en')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('fast-track', 'en', 'una')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('fisura', 'anal')|2|2|291|38|8|0.006825938566552901|0.05|0.1111111111111111|
('con', 'sistema')|1|1|292|54|18|0.0034129692832764505|0.01818181818181818|0.05263157894736842|
('curso', 'intensivo', '.')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('o', 'necesidad')|1|1|292|21|11|0.0034129692832764505|0.045454545454545456|0.08333333333333333|
diagnóstico|5|5|288|18696|51|0.017064846416382253|0.00026736538153039944|0.019230769230769232|
('mastoidectomía', 'transcanal', '.')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('de', 'protocolos', 'farmacoterapéuticos')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
benigna|1|1|292|748|34|0.0034129692832764505|0.0013351134846461949|0.02857142857142857|
('sobre', 'la', 'resistencia')|1|1|292|12|11|0.0034129692832764505|0.07692307692307693|0.08333333333333333|
('cirugía', 'oncológica', ':')|1|1|292|4|3|0.0034129692832764505|0.2|0.25|
posquirúrgicos|1|1|292|18|12|0.0034129692832764505|0.05263157894736842|0.07692307692307693|
(None, None, 'proctitis')|2|2|291|5|5|0.006825938566552901|0.2857142857142857|0.16666666666666666|
('colorrectal', 'no')|1|1|292|9|8|0.0034129692832764505|0.1|0.1111111111111111|
('futuro', 'de')|1|1|292|360|44|0.0034129692832764505|0.002770083102493075|0.022222222222222223|
('experiencia', 'en', 'una')|1|1|292|125|31|0.0034129692832764505|0.007936507936507936|0.03125|
(None, 'antibióticos', 'en')|1|1|292|35|16|0.0034129692832764505|0.027777777777777776|0.058823529411764705|
pediátrico|2|2|291|997|44|0.006825938566552901|0.002002002002002002|0.022222222222222223|
('con', 'el')|4|4|289|4148|51|0.013651877133105802|0.0009633911368015414|0.019230769230769232|
(None, None, 'utilidad')|2|2|291|4595|50|0.006825938566552901|0.00043506634761801175|0.0196078431372549|
pregrado|1|1|292|120|26|0.0034129692832764505|0.008264462809917356|0.037037037037037035|
(None, None, 'tratamientos')|1|1|292|125|37|0.0034129692832764505|0.007936507936507936|0.02631578947368421|
('de', 'las', 'enterocolopatías')|2|2|291|3|3|0.006825938566552901|0.4|0.25|
('tumor', '.', None)|1|1|292|48|12|0.0034129692832764505|0.02040816326530612|0.07692307692307693|
('surgery', '.', None)|1|1|292|14|9|0.0034129692832764505|0.06666666666666667|0.1|
('of', 'anastomotic')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('ortognática', 'pediátrica', '(')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('metaanálisis', 'y')|1|1|292|15|8|0.0034129692832764505|0.0625|0.1111111111111111|
(None, 'antibióticos')|1|1|292|81|31|0.0034129692832764505|0.012195121951219513|0.03125|
('transcanal', '.')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('en', 'neoplasias', 'del')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('ortognatica', '.')|2|2|291|3|4|0.006825938566552901|0.4|0.2|
hospitalarios|1|1|292|590|41|0.0034129692832764505|0.001692047377326565|0.023809523809523808|
('de', 'calidad', 'necesario')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
